rid,sex,age,tenure_yr,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04
R0325,1,36,2.8,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0
R0326,1,27,0.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
R0327,2,23,0.2,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0
R0329,1,22,0.5,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0330,1,32,3.9,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0
R0331,2,38,2.3,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0
R0332,1,36,5.2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0333,2,23,2.6,5.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0
R0334,2,30,2.1,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
R0335,2,30,8.3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0336,2,31,4.4,3.0,3.0,4.0,3.0,3.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,1.0,2.0,1.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
R0337,2,32,2.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0338,1,34,3.3,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0
R0339,1,29,0.1,4.0,4.0,5.0,4.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0
R0340,2,42,5.7,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0
R0341,2,26,0.5,4.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0
R0342,1,30,7.4,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0
R0343,2,34,9.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,5.0,1.0,2.0,3.0,1.0,4.0,5.0,4.0,5.0,3.0,,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0
R0344,2,28,6.5,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0
R0345,1,28,3.5,3.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0
R0347,2,25,3.1,5.0,5.0,5.0,5.0,5.0,3.0,,5.0,4.0,3.0,,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0
R0348,2,26,5.1,3.0,3.0,3.0,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0
R0349,2,27,1.2,3.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0
R0350,1,41,5.1,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
R0351,2,32,1.9,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0
R0352,2,34,0.5,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0
R0353,2,29,0.1,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0
R0354,1,25,5.6,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0
R0356,2,31,12.6,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0
R0357,2,28,1.8,4.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0
R0358,2,36,1.8,4.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,2.0,3.0,3.0,4.0,3.0
R0359,2,28,0.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0361,2,32,1.4,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0
R0362,2,42,3.9,4.0,5.0,5.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0
R0363,1,34,3.1,5.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0
R0365,1,32,5.9,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0
R0366,2,36,5.5,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0
R0367,1,36,1.3,4.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0
R0368,2,36,5.5,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0
R0369,2,27,4.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0370,1,40,1.5,3.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0
R0371,2,28,0.5,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0
R0372,2,30,1.7,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0
R0373,1,27,2.4,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0
